content,creationTime,score,anonymousFlag,plusAvailable,location,nickname,productColor
送给女朋友的七夕礼物，女朋友心仪已久，果断下手，颜色很好看，她很喜欢，这就很无敌。这款可以打印手机的照片，拍出来的还可以预览，减少了废片，还可以当相片打印机，就是调色还需要研究一下，是正品，快递也很给力，果然名副其实👍,2021-08-13 01:05:31,5,1,201,null,i***1,腮红金
等了很久才收到！找了客户一次我又一次！终于等到你，还好我没放弃！好评！这就像着了魔一样，一打就收不住手！成像快！色彩也不错！很喜欢！点赞好评！,2019-08-26 17:13:01,5,1,201,null,z***l,典雅黑
买来送给孩子的生日礼物，礼盒包装特别漂亮，里面的配置也很齐全，有镜头盖，挂绳，相册，相机包，相纸，几乎不用再另购配件，相机造型复古，很喜欢。,2022-04-12 21:21:45,5,1,201,null,火***6,mini evo
大品牌，用起来很放心，质量非常好，赶上活动购买非常的划算。成像效果：不错！反应速度：比较快！操作难易：操作简单，顺手！做工质量：做工质量好，大品牌值得信赖！外形外观：小巧，携带方便！,2022-08-10 17:36:49,5,1,201,null,菠***钉,念知音礼盒
相机的可玩度真的很高，颜值也超高，满足了我的需求，相当于一台ccd➕拍立得➕打印机，没有废片，可以当小相机用记录日常，放32g的卡可以拍很多很多照片，玩法和胶卷超多，照片都是原图直出，色彩超牛！原图直出我只服富士！真的绝了！这是富士拍立得天花板！,2023-10-02 09:17:08,5,1,103,四川,j***P,mini evo
第一次买拍立得，七夕节买来的，想用来记录美好的回忆，因为是拍照小白，焦距、光线等等，都不太懂，就直接买了像素的，对我这种拍照新手很友好。小相机颜值很高，操作也一会儿就弄清楚了，我和老公都很喜欢。,2022-09-17 11:22:59,5,1,201,null,今***儿,石英白
相机很好用，质量很好，操作简单，不明白的地方咨询客户服务，客服中心回复很快，孩子很快完成作用。,2023-02-26 10:31:22,5,1,0,null,j***u,念知音礼盒
老公送我的生日礼物，好开心！以前有个老款的，但是日新月异，这款能录音、能连蓝牙、有很多新型功能，此款的性价比自我感觉还是比较高的，很小巧，小包都能放得下,2021-10-09 23:15:55,5,1,201,null,s***x,石英白
十分好玩的机器，屏幕颜色十分好，令人非常意外的把握感，微距又非常实用，打破了好多以前拍立得的限制，太棒了。。,2022-01-08 11:47:31,5,1,203,null,k***s,mini evo
之前差点买了柯达的一款拍照蓝牙打印的，还好忍了又忍，等到了EVO，爱人很高兴，马上就有小朋友了，希望可以记录家人们的每一个美好瞬间！！！可以预览，可以连接蓝牙打印手机照片这两个功能多花点钱也觉得值得！！！,2022-01-04 21:49:23,5,1,201,null,張***騰,mini evo
成像效果：不错反应速度：完美操作难易：简单做工质量：精致外形外观：好看其他特色：完美,2022-05-26 23:19:31,5,1,203,null,y***6,石英白
快递包装减一星；说下拍照，有十个拍照模式，鱼眼模式拍照很可爱；但是充电口那个地方确实很容易坏，充电要格外注意还有个bug就是蓝牙带手机上必须先打印，果然网友没有骗我！这个功能真的无语了打印功能也很可爱！色彩还原极高,2023-05-14 18:34:53,5,1,201,山东,D***9,mini evo
相机超级复古好看，打印了一些照片，成像效果都还不错，操作比较的简单，和手机差不多重，主要可以选择之后再打印，节约相纸成本很好。客服有问必答很热情，我问了很多问题,2022-02-03 18:14:47,5,1,103,null,j***i,mini evo
买来送给家人的，赶在旅行前，很及时，一套，颜值高。,2023-09-23 19:38:04,5,1,201,辽宁,L***5,念知音礼盒
被种草了很久，忍不住购买了，打印效果还不错，特别适合出去玩的时候,2023-01-05 14:45:10,5,1,201,null,小***哈,mini evo
相机大小符合预期，我就是需要这个尺寸的，虽然带上壳之后手感变厚，但是小朋友用的依然很开心。实际拍照效果也很好。可以插卡无线打印也是绝对的亮点。,2022-03-15 17:40:42,5,1,201,null,w***x,典雅黑
既能拍照还能打印 真的爱了爱了 这个礼盒颜值还很高,2022-10-24 16:14:07,5,1,0,null,j***2,念知音礼盒
第一台拍立得相机，首先被机器的颜值种草，到手以后塑料感不强，打印拨杆超有感觉,2022-01-04 14:02:09,5,1,201,null,一***丶,mini evo
商品收到咯，特别喜欢，一收到就迫不及待地打开了，家人也很满意，这次购物体验不错,2022-08-09 14:10:04,5,1,201,null,墨***黑,念知音礼盒
太美丽了，外观超好看，机器还是有一定份量的，塑料感在可接受范围内，功能多，成像清晰，可玩性很高。,2021-12-03 20:43:10,5,1,201,null,a***言,mini evo
很好很好，太喜欢这个石英白了，比图片拍的还好看。拿在手里特别有质感。直接打印手机里的照片调色不好掌握，直接用相机拍印出来超级好，很清晰很有感觉，太满意了，物有所值💕💕送的相纸也超棒可以玩挺久的，成像速度快。京东的包装还有送货速度一如既往无可挑剔💕💕比对了好久还是选了liplay这一款，喜欢就快入手吧 !,2020-08-08 23:09:39,5,0,0,null,Y***9,石英白
相机很好，很酷，而且不是很大，适合装在包里出去游玩带着，而且可以自选照片，就不会浪费相纸，还能够录入语音，非常好的功能，确实不错。,2022-03-27 11:14:24,5,1,0,null,南***y,典雅黑
礼盒也太精美了吧～满满的古风古韵～京东的快递依旧很快啊😄作为京东电器代言人肖战的粉丝小飞侠正好想入一个拍立得 就搜到了这款～机身很美 礼盒里的保护包也很漂亮～而且保护起来很严实 拿到手就试着链接手机打印了张照片 肥肠成功～直接拍照的功能暂时还没有试 虽然像素不高 但在可接受的范围内～,2021-08-17 09:34:40,5,1,201,null,与***1,念知音礼盒
外形外观：外观很好看打印出来的照片会有横线 但是无法避免，也就还行,2022-03-12 15:08:44,3,1,103,null,j***w,mini evo
操作简单，很实用，可以记录生活的一切，跟小姐*照片，这款比既拍即打印好，可以选择照片，想记录爱情经历的姐妹们可以冲起来，我也是今天到货就赶紧打印了一些，小姐妹都说很不错。,2021-12-26 11:31:53,5,1,201,null,m***e,念知音礼盒
之前对象提了一嘴说拍立得好玩，七夕礼物一下子就看中了这个，偷偷买了制造惊喜，对象也非常喜欢。做工质量：非常棒操作难易：对着说明书操作也很简单，可以跟手机连接打印手机里的照片成像效果：打印出来的照片也非常清晰，挂在照片墙很有感觉,2022-08-14 21:21:55,5,1,201,null,T***了,念知音礼盒
包装太好看了，很精致，颜值真的很高，相机包也是帆布的刺绣款很精致，平安符有声音，相机像是个数码相机，拍出来的效果感觉差了一点，但是功能很多，当时买的时候看上了录音和废片率低的功能，总体还是很喜欢,2022-06-19 22:34:25,5,1,201,null,o***君,念知音礼盒
相机颜色时尚，充电不用买电池，送了30张相纸，而且是可以打印的数码相机！大大减少废片，照相满意再打印，节省相纸，非常好玩，实用，自拍也很方便，用手机拍照打印的相片色彩好看，值得拥有！,2019-07-26 12:49:49,5,0,201,null,z***l,腮红金
挺好的，和想象中一样，随意搭都很好看，满意！宝贝收到啦，实物真的好看，价格非常实惠，强烈推荐这款，超级喜欢,2023-09-17 21:15:39,5,1,201,广东,上***孽,念知音礼盒
首先是颜值高，适合女生用，重量较轻，方便携带，并且女孩子拿着拍摄，也不怕时间久点胳膊酸。再来，作为一个新手，本来想买个三五百块的就好啦，但是因为是为了给宝宝拍日常（刚刚下生的小家伙），是不能开闪光灯的，客服很耐心的给了推荐。又因为是新新手，怕废片，这款可以随意选择照片打印，又可以打印手机里的，作为一个新新新手，表示非常可！最后，买来已经在充电啦，等用完再来追评～,2021-03-10 13:06:47,5,0,201,null,散***儿,腮红金
外观就特别美 成像效果清晰 可以手机下载app链接 手机里的照片也可以打印 拍完了也可以选择打印 不会有废片 这个真的特别贴心,2022-05-30 21:41:57,5,1,201,null,d***y,腮红金
evo可以连接手机蓝牙打印曾经拍过的照片，也可以反向操作，用mini evo拍摄的照片可以连接蓝牙存在手机上，不打印也不会消失就感觉很不错。就算是买了一台拍立得+照片打印机！！,2022-05-27 16:44:16,5,1,201,null,青***i,mini evo
送给小朋友十八岁生日成人礼的礼物，非常有意义，适合女孩子们使用。相机颜色很干净，配件齐全，孩子收到货后非常喜欢！！！！！,2022-03-07 22:56:10,5,1,201,null,田***苗,念知音礼盒
富士拍立得是真没的说，外观漂亮，高级感尽显，拿在手上的分量及本身的触感都给人带来了惊喜，充满电来拍照，效果好到爆炸，惊喜更上一层楼，物超所值，太满意了！！,2022-03-28 13:29:02,5,1,201,null,红***淌,mini evo
富士instax mini LiPlay 采用流线型的外观设计，其轻巧紧凑的机身易于携带。相机背面配有2.7英寸液晶显示屏，除了常规的按钮和拨盘外，新加入了一个声音按钮。在配色上选择了典雅黑的设计，让你拿在手里非常有质感，出门携带也很方便哦。,2022-06-19 01:52:45,5,1,201,null,C***3,深空灰
给外甥女买的礼物，非常的不错，送人也非常棒，对于年轻人来讲，真的是个好礼物，而且买新款，不用等旧款了。实名制安利，运输速度真的很给力。,2022-11-15 12:02:54,5,1,201,null,聂***軒,mini evo
很漂亮的礼盒，送女朋友很喜欢，颜值高，效果也好，可以选好再决定打印，对新手太太太友饿，不怕费片，比单反可方便多了，适合懒人，赞👍,2022-08-06 11:39:03,5,1,201,null,自***r,念知音礼盒
颜值超高，做工很棒，喜欢的爱不释手，特有感觉，给设计师加鸡腿，富士拍立得值得拥有,2021-12-01 23:08:34,5,1,201,null,z***i,mini evo
成像效果：好反应速度：可以操作难易：很简单做工质量：好👌👏👏👏👏👏👏👏辞旧迎新2023🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶🫶,2022-12-31 22:36:23,5,1,201,null,梦***宝,mini evo
颜值很高的相机，非常适合女性朋友，带出去超有面，成像很快，打印也清晰，体积不大，出去玩带着很方便，即拍即出照片，对于现在都习惯使用手机记录来说，我更喜欢这种实物照片，很有纪念意义,2022-03-18 13:57:59,5,1,201,null,9***5,腮红金
整体评价：很好，很喜欢，有很大的可玩性，主要可以打印想要的園，情人节送的音盒开出来也很好看产品质量：很不错，功能很好，也比较务反应速度：挺快的，打开就直接连接上配对的蓝牙了成像效果：挺满意的，是想要的那种外形外观：白色还是很好看的,2023-03-16 21:27:47,5,1,201,null,流***扉,念知音礼盒
很不错，容易操作，外形很复古很喜欢，成片也很不错,2022-12-14 19:00:24,5,1,0,null,抽***-,mini evo
超级喜欢啊，可以预览，有不喜欢的可以直接删掉，爱了爱了,2023-02-09 15:55:13,5,1,201,null,蜜***呀,mini evo
宝贝收到咯👌🏻，真的很棒呀！🌈质量真是没话说，非常满意！🆗开心开心😃,2022-08-16 22:52:45,5,1,201,null,J***1,mini evo
